,Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20
74,,Congo (Brazzaville),-4.0383,21.7587,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,6.0,-6.0,0.0,0.0,0.0,5.0,-5.0,0.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0,0.0,1.0,-1.0,4.0,-4.0,3.0,-3.0,0.0,20.0,-20.0,0.0,34.0,-34.0,0.0,0.0,23.0,-1.0,-22.0
75,,Congo (Kinshasa),-4.0383,21.7587,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,2.0,2.0,-4.0,0.0,4.0,-1.0,-3.0,1.0,2.0,-2.0,1.0,0.0,-1.0,-1.0,1.0,7.0,2.0,-8.0,-1.0,0.0,0.0,-1.0,6.0,-3.0,11.0,-12.0,-2.0,0.0,5.0,5.0,-8.0,9.0,16.0,-27.0,6.0,-1.0,0.0,-3.0,7.0,46.0,3.0,-58.0,2.0,16.0,-6.0
76,,Costa Rica,9.7489,-83.7534,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,2.0,3.0,-3.0,1.0,-1.0,4.0,-1.0,-4.0,11.0,-5.0,0.0,-1.0,-2.0,-3.0,6.0,7.0,-5.0,6.0,-3.0,14.0,4.0,-14.0,4.0,6.0,-4.0,1.0,-4.0,-2.0,-2.0,2.0,0.0,-3.0,-1.0,1.0,1.0,2.0,-1.0,3.0,2.0,-5.0,-13.0,4.0,1.0,-1.0,2.0,5.0,-4.0,-8.0,3.0
77,,Cote d'Ivoire,7.54,-5.5471,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,1.0,4.0,-2.0,2.0,6.0,-8.0,-4.0,7.0,-3.0,-4.0,6.0,21.0,-23.0,21.0,-25.0,32.0,15.0,-1.0,-25.0,-21.0,43.0,-36.0,42.0,11.0,-60.0,49.0,-18.0,-5.0,6.0,-15.0,6.0,2.0,6.0,9.0,-32.0,12.0,1.0,-9.0,3.0,10.0,-1.0,-22.0,80.0,-54.0,-16.0,33.0,-28.0,19.0,-26.0,23.0
78,,Croatia,45.1,15.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,1.0,-2.0,1.0,-1.0,0.0,0.0,0.0,0.0,17.0,-17.0,15.0,-7.0,-1.0,8.0,-15.0,6.0,9.0,-11.0,23.0,-21.0,-1.0,32.0,-25.0,28.0,-28.0,80.0,-42.0,-23.0,-12.0,43.0,-2.0,15.0,-56.0,79.0,-32.0,-32.0,38.0,-54.0,85.0,-47.0,17.0,-6.0,3.0,-10.0,4.0,13.0,-31.0,-16.0,7.0,5.0,3.0,-1.0,8.0,-11.0,1.0,-18.0,4.0,2.0,-10.0,3.0,25.0,-21.0,-13.0,11.0,-10.0
79,,Diamond Princess,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,-1.0,1.0,0.0,10.0,-10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,-30.0,0.0,0.0,0.0,285.0,-285.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.0,-252.0,-10.0,0.0,6.0,-6.0,0.0,0.0,16.0,-16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,-20.0,5.0,-5.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,,Cuba,22.0,-80.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,3.0,-3.0,0.0,0.0,4.0,0.0,-3.0,1.0,-2.0,0.0,3.0,6.0,-9.0,1.0,22.0,3.0,-11.0,14.0,-18.0,8.0,1.0,1.0,14.0,-7.0,2.0,-6.0,8.0,-8.0,27.0,-30.0,43.0,-40.0,26.0,-8.0,22.0,-31.0,18.0,11.0,-13.0,29.0,-31.0,-17.0,17.0,15.0,-9.0,-17.0,12.0,1.0,8.0,-15.0,-7.0,0.0,-25.0,23.0,2.0
81,,Cyprus,35.1264,33.4299,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,1.0,10.0,-11.0,0.0,7.0,-6.0,4.0,-5.0,0.0,5.0,-1.0,4.0,-6.0,3.0,-4.0,4.0,-2.0,1.0,-4.0,0.0,0.0,12.0,-12.0,2.0,0.0,-2.0,17.0,-17.0,0.0,0.0,50.0,-50.0,0.0,0.0,0.0,148.0,-148.0,0.0,0.0,0.0,0.0,0.0,104.0,-104.0,1.0,-1.0,0.0,48.0,-48.0,32.0,-32.0,34.0,-34.0,0.0,0.0,1.0
82,,Czechia,49.8175,15.472999999999999,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,1.0,1.0,-2.0,0.0,4.0,-4.0,0.0,1.0,-1.0,0.0,14.0,6.0,-4.0,-10.0,-1.0,1.0,12.0,7.0,26.0,10.0,7.0,-23.0,20.0,-12.0,2.0,68.0,54.0,-24.0,49.0,-149.0,18.0,190.0,-67.0,42.0,-73.0,56.0,-137.0,10.0,189.0,-159.0,38.0,46.0,-148.0,31.0,37.0,94.0,-21.0,0.0,-33.0,-124.0,-8.0,-7.0,210.0,-59.0,-20.0,36.0,-54.0,-99.0,-1.0,139.0,-94.0,19.0
83,Faroe Islands,Denmark,61.8926,-6.9118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,-28.0,4.0,-2.0,-7.0,16.0,-16.0,4.0,-3.0,5.0,4.0,-8.0,4.0,2.0,5.0,-2.0,-6.0,4.0,-9.0,12.0,-12.0,6.0,-3.0,0.0,-1.0,0.0,1.0,-3.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,3.0,-3.0,0.0,1.0,-1.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Greenland,Denmark,71.7069,-42.6043,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,1.0,5.0,-5.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,,Denmark,56.2639,9.5018,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893.0,-698.0,-91.0,-14.0,-46.0,7.0,62.0,17.0,-15.0,-78.0,145.0,-14.0,-56.0,168.0,-47.0,42.0,91.0,92.0,-164.0,-123.0,217.0,-1.0,-90.0,-155.0,1.0,-7.0,18.0,8.0,83.0,-65.0,3.0,-23.0,-62.0,3.0,107.0,-11.0,21.0,-2.0,-50.0,-42.0,-13.0,141.0,-169.0,59.0,12.0,-6.0,-28.0,-46.0,41.0,5.0
86,,Djibouti,11.8251,42.5903,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,-8.0,1.0,-1.0,0.0,16.0,-16.0,11.0,-11.0,0.0,5.0,7.0,6.0,-16.0,1.0,-3.0,26.0,-26.0,10.0,61.0,-2.0,9.0,-35.0,-5.0,28.0,-45.0,80.0,-58.0,-13.0,-16.0,-14.0,27.0,5.0,-22.0,34.0,-19.0,-15.0,3.0,12.0,-11.0,0.0,-9.0,25.0,-15.0,7.0,24.0,-31.0,4.0
87,,Dominica,15.415,-61.371,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,4.0,-4.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,1.0,2.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0
88,,Dominican Republic,18.7357,-70.1627,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,-7.0,0.0,1.0,15.0,-13.0,11.0,16.0,-12.0,-8.0,13.0,-2.0,-11.0,36.0,-39.0,46.0,-9.0,7.0,2.0,-6.0,71.0,-118.0,182.0,-123.0,29.0,-5.0,89.0,-109.0,10.0,13.0,8.0,31.0,40.0,-31.0,-79.0,49.0,118.0,76.0,-119.0,-72.0,244.0,-351.0,130.0,76.0,-37.0,1952.0,-1355.0,-766.0,529.0
89,,Ecuador,-1.8312,-78.1834,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,-47.0,3.0,-7.0,35.0,-35.0,0.0,0.0,40.0,159.0,-170.0,14.0,47.0,6.0,3.0,-15.0,-26.0,-58.0,170.0,-117.0,36.0,-32.0,-2.0,11.0,-28.0,-38.0,0.0,191.0,-191.0,0.0,1.0,354.0,-136.0,949.0,-1035.0,-133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,76.0
90,,Egypt,26.0,30.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,-26.0,0.0,0.0,-6.0,12.0,-1.0,-5.0,0.0,7.0,-5.0,13.0,-15.0,24.0,-9.0,-8.0,7.0,-9.0,6.0,7.0,-11.0,15.0,0.0,-7.0,10.0,-19.0,6.0,5.0,12.0,14.0,-7.0,6.0,121.0,-163.0,0.0,0.0,7.0,43.0,5.0,-24.0,58.0,-40.0,16.0,4.0,2.0,-32.0,23.0,-2.0,8.0,-37.0,15.0,33.0,-17.0,-22.0,30.0,28.0,-13.0,-13.0,-14.0,-1.0,16.0,24.0,57.0,6.0,-20.0,33.0,-22.0,71.0,46.0,34.0,-50.0
91,,El Salvador,13.7942,-88.8965,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,3.0,-3.0,4.0,1.0,-4.0,3.0,-2.0,-1.0,2.0,2.0,-2.0,2.0,0.0,-4.0,1.0,0.0,13.0,-11.0,4.0,-8.0,8.0,-2.0,2.0,1.0,4.0,-8.0,12.0,-4.0,13.0,-1.0,-11.0,19.0,-28.0,14.0,-2.0,15.0,-8.0,1.0,6.0,-19.0,12.0,-1.0,-13.0,18.0,7.0
92,,Equatorial Guinea,1.5,10.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-9.0,0.0,0.0,0.0,0.0
93,,Eritrea,15.1794,39.7823,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,0.0,3.0,-3.0,0.0,5.0,-3.0,-2.0,0.0,6.0,-6.0,7.0,-7.0,0.0,0.0,0.0,4.0,-4.0,0.0,7.0,-7.0,0.0,1.0,-1.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0
94,,Estonia,58.5953,25.0136,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,5.0,-4.0,-1.0,3.0,6.0,-9.0,0.0,6.0,1.0,5.0,-9.0,8.0,-8.0,-3.0,7.0,-4.0,8.0,-1.0,-10.0,5.0,-1.0,9.0,-11.0,14.0,-4.0,5.0,-15.0,-1.0,3.0,11.0,-7.0,6.0,8.0,-17.0,-5.0,7.0,-11.0,17.0,-9.0,-1.0,0.0,-3.0,2.0,1.0,6.0,422.0,-388.0,-40.0,-2.0,25.0,-26.0,132.0,-118.0,-3.0,-7.0,-4.0,0.0,18.0
95,,Eswatini,-26.5225,31.4659,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,3.0,-3.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,-12.0,-1.0,20.0,-17.0,12.0,-9.0,-5.0,4.0,4.0,1.0
96,,Ethiopia,9.145,40.4897,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,-4.0,-4.0,4.0,0.0,0.0,1.0,-1.0,3.0,-5.0,2.0,1.0,-1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,6.0,-6.0,4.0,-4.0,1.0,-1.0,0.0,1.0,-1.0,0.0,0.0,5.0,-5.0,4.0,0.0,8.0,-3.0,-9.0,8.0,-7.0,6.0,-4.0,3.0,-6.0,16.0,-14.0,-2.0,2.0,0.0,0.0,4.0,-5.0,1.0,-2.0,4.0,-3.0,-1.0,3.0,1.0,-2.0
97,,Fiji,-17.7134,178.065,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,-3.0,5.0,-5.0,2.0,-2.0,2.0,-2.0,0.0,0.0,0.0,0.0,2.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0
98,,Finland,64.0,26.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,290.0,-290.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1400.0,-1400.0,0.0,0.0,300.0,-300.0,0.0,0.0,500.0,-500.0,0.0,0.0,300.0,-300.0,200.0,-200.0,0.0,0.0,500.0,-500.0,0.0,0.0,500.0,-500.0,0.0,0.0,300.0,-300.0,0.0,700.0,-700.0,0.0,0.0,0.0,-200.0
