,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
15961,0,Albania,41.1533,20.1683,3/22/20,13.0,0.0,7.0
15962,0,Algeria,28.0339,1.6596,3/22/20,62.0,2.0,86.0
15963,0,Andorra,42.5063,1.5218,3/22/20,25.0,1.0,0.0
15964,0,Angola,-11.2027,17.8739,3/22/20,0.0,0.0,0.0
15965,0,Antigua and Barbuda,17.0608,-61.7964,3/22/20,0.0,0.0,0.0
15966,0,Argentina,-38.4161,-63.6167,3/22/20,108.0,0.0,0.0
15967,0,Armenia,40.0691,45.0382,3/22/20,34.0,0.0,0.0
15968,Australian Capital Territory,Australia,-35.4735,149.0124,3/22/20,10.0,0.0,0.0
15969,New South Wales,Australia,-33.8688,151.2093,3/22/20,233.0,0.0,0.0
15970,Northern Territory,Australia,-12.4634,130.8456,3/22/20,2.0,0.0,1.0
15971,Queensland,Australia,-28.0167,153.4,3/22/20,38.0,0.0,3.0
15972,South Australia,Australia,-34.9285,138.6007,3/22/20,33.0,0.0,0.0
15973,Tasmania,Australia,-41.4545,145.9707,3/22/20,6.0,0.0,6.0
15974,Victoria,Australia,-37.8136,144.9631,3/22/20,126.0,0.0,2.0
15975,Western Australia,Australia,-31.9505,115.8605,3/22/20,30.0,0.0,73.0
15976,0,Austria,47.5162,14.5501,3/22/20,768.0,8.0,0.0
15977,0,Azerbaijan,40.1431,47.5769,3/22/20,12.0,0.0,0.0
15978,0,Bahamas,25.0343,-77.3963,3/22/20,0.0,0.0,5.0
15979,0,Bahrain,26.0275,50.55,3/22/20,29.0,1.0,0.0
15980,0,Bangladesh,23.685,90.3563,3/22/20,2.0,0.0,2.0
15981,0,Barbados,13.1939,-59.5432,3/22/20,8.0,0.0,0.0
15982,0,Belarus,53.7098,27.9534,3/22/20,0.0,0.0,0.0
15983,0,Belgium,50.8333,4.0,3/22/20,586.0,8.0,0.0
15984,0,Benin,9.3077,2.3158,3/22/20,0.0,0.0,3.0
15985,0,Bhutan,27.5142,90.4336,3/22/20,0.0,0.0,0.0
15986,0,Bolivia,-16.2902,-63.5887,3/22/20,5.0,0.0,0.0
15987,0,Bosnia and Herzegovina,43.9159,17.6791,3/22/20,33.0,0.0,0.0
15988,0,Brazil,-14.235,-51.9253,3/22/20,525.0,10.0,0.0
15989,0,Brunei,4.5353,114.7277,3/22/20,5.0,0.0,0.0
15990,0,Bulgaria,42.7339,25.4858,3/22/20,24.0,0.0,0.0
15991,0,Burkina Faso,12.2383,-1.5616,3/22/20,11.0,2.0,1.0
15992,0,Cabo Verde,16.5388,-23.0418,3/22/20,0.0,0.0,487.0
15993,0,Cambodia,11.55,104.9167,3/22/20,31.0,0.0,0.0
15994,0,Cameroon,3.848,11.5021,3/22/20,13.0,0.0,0.0
15995,Alberta,Canada,53.9333,-116.5765,3/22/20,64.0,0.0,0.0
15996,British Columbia,Canada,49.2827,-123.1207,3/22/20,0.0,0.0,0.0
15997,Grand Princess,Canada,37.6489,-122.6655,3/22/20,3.0,0.0,0.0
15998,Manitoba,Canada,53.7609,-98.8139,3/22/20,2.0,0.0,0.0
15999,New Brunswick,Canada,46.5653,-66.4619,3/22/20,0.0,0.0,0.0
16000,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/22/20,3.0,0.0,0.0
16001,Nova Scotia,Canada,44.682,-63.7443,3/22/20,7.0,0.0,0.0
16002,Ontario,Canada,51.2538,-85.3232,3/22/20,48.0,2.0,0.0
16003,Prince Edward Island,Canada,46.5107,-63.4168,3/22/20,1.0,0.0,0.0
16004,Quebec,Canada,52.9399,-73.5491,3/22/20,38.0,-1.0,0.0
16005,Saskatchewan,Canada,52.9399,-106.4509,3/22/20,26.0,0.0,0.0
16006,0,Central African Republic,6.6111,20.9394,3/22/20,0.0,0.0,0.0
16007,0,Chad,15.4542,18.7322,3/22/20,0.0,0.0,0.0
16008,0,Chile,-35.6751,-71.543,3/22/20,95.0,1.0,0.0
16009,Anhui,China,31.8257,117.2264,3/22/20,0.0,0.0,0.0
16010,Beijing,China,40.1824,116.4142,3/22/20,18.0,0.0,0.0
16011,Chongqing,China,30.0572,107.874,3/22/20,1.0,0.0,0.0
16012,Fujian,China,26.0789,117.9874,3/22/20,10.0,0.0,2.0
16013,Gansu,China,37.8099,101.0583,3/22/20,2.0,0.0,0.0
16014,Guangdong,China,23.3417,113.4244,3/22/20,13.0,0.0,0.0
16015,Guangxi,China,23.8298,108.7881,3/22/20,0.0,0.0,0.0
16016,Guizhou,China,26.8154,106.8748,3/22/20,0.0,0.0,1.0
16017,Hainan,China,19.1959,109.7453,3/22/20,0.0,0.0,17.0
16018,Hebei,China,39.549,116.1306,3/22/20,1.0,0.0,262.0
16019,Heilongjiang,China,47.862,127.7615,3/22/20,0.0,0.0,0.0
16020,Henan,China,33.882,113.614,3/22/20,1.0,0.0,0.0
16021,Hong Kong,China,22.3,114.2,3/22/20,44.0,0.0,0.0
16022,Hubei,China,30.9756,112.2707,3/22/20,0.0,14.0,5.0
16023,Hunan,China,27.6104,111.7088,3/22/20,0.0,0.0,0.0
16024,Inner Mongolia,China,44.0935,113.9448,3/22/20,0.0,0.0,0.0
16025,Jiangsu,China,32.9711,119.455,3/22/20,2.0,0.0,0.0
16026,Jiangxi,China,27.614,115.7221,3/22/20,1.0,0.0,0.0
16027,Jilin,China,43.6661,126.1923,3/22/20,0.0,0.0,0.0
16028,Liaoning,China,41.2956,122.6085,3/22/20,1.0,0.0,0.0
16029,Macau,China,22.1667,113.55,3/22/20,6.0,0.0,15.0
16030,Ningxia,China,37.2692,106.1655,3/22/20,0.0,0.0,0.0
16031,Qinghai,China,35.7452,95.9956,3/22/20,0.0,0.0,0.0
16032,Shaanxi,China,35.1917,108.8701,3/22/20,0.0,0.0,0.0
16033,Shandong,China,36.3427,118.1498,3/22/20,3.0,0.0,1.0
16034,Shanghai,China,31.202,121.4491,3/22/20,24.0,1.0,0.0
16035,Shanxi,China,37.5777,112.2922,3/22/20,0.0,0.0,0.0
16036,Sichuan,China,30.6171,102.7103,3/22/20,1.0,0.0,0.0
16037,Tianjin,China,39.3054,117.323,3/22/20,0.0,0.0,0.0
16038,Tibet,China,31.6927,88.0924,3/22/20,0.0,0.0,0.0
16039,Xinjiang,China,41.1129,85.2401,3/22/20,0.0,0.0,0.0
16040,Yunnan,China,24.974,101.487,3/22/20,0.0,0.0,0.0
16041,Zhejiang,China,29.1832,120.0934,3/22/20,2.0,0.0,0.0
16042,0,Colombia,4.5709,-74.2973,3/22/20,35.0,2.0,0.0
16043,0,Congo (Brazzaville),-4.0383,21.7587,3/22/20,0.0,0.0,0.0
16044,0,Congo (Kinshasa),-4.0383,21.7587,3/22/20,7.0,0.0,0.0
16045,0,Costa Rica,9.7489,-83.7534,3/22/20,17.0,0.0,0.0
16046,0,Cote d'Ivoire,7.54,-5.5471,3/22/20,0.0,0.0,0.0
16047,0,Croatia,45.1,15.2,3/22/20,48.0,0.0,657.0
16048,0,Diamond Princess,0.0,0.0,3/22/20,0.0,0.0,0.0
16049,0,Cuba,22.0,-80.0,3/22/20,14.0,0.0,0.0
16050,0,Cyprus,35.1264,33.4299,3/22/20,11.0,1.0,1.0
16051,0,Czechia,49.8175,15.473,3/22/20,125.0,1.0,304.0
16052,Faroe Islands,Denmark,61.8926,-6.9118,3/22/20,23.0,0.0,0.0
16053,Greenland,Denmark,71.7069,-42.6043,3/22/20,2.0,0.0,0.0
16054,0,Denmark,56.2639,9.5018,3/22/20,69.0,0.0,7.0
16055,0,Djibouti,11.8251,42.5903,3/22/20,0.0,0.0,4.0
16056,0,Dominican Republic,18.7357,-70.1627,3/22/20,90.0,1.0,0.0
16057,0,Ecuador,-1.8312,-78.1834,3/22/20,283.0,7.0,0.0
16058,0,Egypt,26.0,30.0,3/22/20,33.0,4.0,0.0
16059,0,El Salvador,13.7942,-88.8965,3/22/20,0.0,0.0,0.0
16060,0,Equatorial Guinea,1.5,10.0,3/22/20,0.0,0.0,0.0
16061,0,Eritrea,15.1794,39.7823,3/22/20,0.0,0.0,0.0
16062,0,Estonia,58.5953,25.0136,3/22/20,20.0,0.0,0.0
16063,0,Eswatini,-26.5225,31.4659,3/22/20,3.0,0.0,5.0
16064,0,Ethiopia,9.145,40.4897,3/22/20,2.0,0.0,3.0
16065,0,Fiji,-17.7134,178.065,3/22/20,1.0,0.0,1.0
16066,0,Finland,64.0,26.0,3/22/20,103.0,0.0,712.0
16067,French Guiana,France,3.9339,-53.1258,3/22/20,0.0,0.0,28.0
16068,French Polynesia,France,-17.6797,149.4068,3/22/20,3.0,0.0,0.0
16069,Guadeloupe,France,16.25,-61.5833,3/22/20,5.0,1.0,5.0
16070,Mayotte,France,-12.8275,45.1662,3/22/20,4.0,0.0,1036.0
16071,New Caledonia,France,-20.9043,165.618,3/22/20,0.0,0.0,0.0
16072,Reunion,France,-21.1351,55.2471,3/22/20,19.0,0.0,25.0
16073,Saint Barthelemy,France,17.9,-62.8333,3/22/20,0.0,0.0,0.0
16074,St Martin,France,18.0708,-63.0501,3/22/20,1.0,0.0,0.0
16075,Martinique,France,14.6415,-61.0242,3/22/20,12.0,0.0,1.0
16076,0,France,46.2276,2.2137,3/22/20,1736.0,112.0,223.0
16077,0,Gabon,-0.8037,11.6094,3/22/20,1.0,0.0,4.0
16078,0,Gambia,13.4432,-15.3101,3/22/20,0.0,0.0,0.0
16079,0,Georgia,42.3154,43.3569,3/22/20,5.0,0.0,0.0
16080,0,Germany,51.0,9.0,3/22/20,2660.0,10.0,12.0
16081,0,Ghana,7.9465,-1.0232,3/22/20,4.0,0.0,0.0
16082,0,Greece,39.0742,21.8243,3/22/20,94.0,2.0,0.0
16083,0,Guatemala,15.7835,-90.2308,3/22/20,2.0,0.0,0.0
16084,0,Guinea,9.9456,-9.6966,3/22/20,0.0,0.0,0.0
16085,0,Guyana,5.0,-58.75,3/22/20,12.0,0.0,0.0
16086,0,Haiti,18.9712,-72.2852,3/22/20,0.0,0.0,0.0
16087,0,Holy See,41.9029,12.4534,3/22/20,0.0,0.0,16.0
16088,0,Honduras,15.2,-86.2419,3/22/20,2.0,0.0,3.0
16089,0,Hungary,47.1625,19.5033,3/22/20,28.0,2.0,0.0
16090,0,Iceland,64.9631,-19.0208,3/22/20,95.0,0.0,0.0
16091,0,India,21.0,78.0,3/22/20,66.0,3.0,0.0
16092,0,Indonesia,-0.7893,113.9213,3/22/20,64.0,10.0,0.0
16093,0,Iran,32.0,53.0,3/22/20,1028.0,129.0,0.0
16094,0,Iraq,33.0,44.0,3/22/20,19.0,3.0,0.0
16095,0,Ireland,53.1424,-7.6921,3/22/20,121.0,1.0,0.0
16096,0,Israel,31.0,35.0,3/22/20,171.0,0.0,0.0
16097,0,Italy,43.0,12.0,3/22/20,5560.0,651.0,0.0
16098,0,Jamaica,18.1096,-77.2975,3/22/20,3.0,0.0,1.0
16099,0,Japan,36.0,138.0,3/22/20,94.0,6.0,0.0
16100,0,Jordan,31.24,36.51,3/22/20,27.0,0.0,0.0
16101,0,Kazakhstan,48.0196,66.9237,3/22/20,7.0,0.0,0.0
16102,0,Kenya,-0.0236,37.9062,3/22/20,8.0,0.0,0.0
16103,0,"Korea, South",36.0,128.0,3/22/20,162.0,9.0,0.0
16104,0,Kuwait,29.5,47.75,3/22/20,12.0,0.0,0.0
16105,0,Kyrgyzstan,41.2044,74.7661,3/22/20,0.0,0.0,1.0
16106,0,Latvia,56.8796,24.6032,3/22/20,15.0,0.0,10.0
16107,0,Lebanon,33.8547,35.8623,3/22/20,61.0,0.0,0.0
16108,0,Liberia,6.4281,-9.4295,3/22/20,0.0,0.0,0.0
16109,0,Liechtenstein,47.14,9.55,3/22/20,0.0,0.0,0.0
16110,0,Lithuania,55.1694,23.8813,3/22/20,60.0,0.0,0.0
16111,0,Luxembourg,49.8153,6.1296,3/22/20,128.0,0.0,0.0
16112,0,Madagascar,-18.7669,46.8691,3/22/20,0.0,0.0,0.0
16113,0,Malaysia,2.5,112.5,3/22/20,123.0,6.0,3.0
16114,0,Maldives,3.2028,73.2207,3/22/20,0.0,0.0,0.0
16115,0,Malta,35.9375,14.3754,3/22/20,17.0,0.0,0.0
16116,0,Mauritania,21.0079,10.9408,3/22/20,0.0,0.0,0.0
16117,0,Mauritius,-20.2,57.5,3/22/20,14.0,1.0,0.0
16118,0,Mexico,23.6345,-102.5528,3/22/20,65.0,1.0,6.0
16119,0,Moldova,47.4116,28.3699,3/22/20,14.0,0.0,6.0
16120,0,Monaco,43.7333,7.4167,3/22/20,12.0,0.0,0.0
16121,0,Mongolia,46.8625,103.8467,3/22/20,0.0,0.0,0.0
16122,0,Montenegro,42.5,19.3,3/22/20,7.0,0.0,7.0
16123,0,Morocco,31.7917,-7.0926,3/22/20,19.0,1.0,7.0
16124,0,Namibia,-22.9576,18.4904,3/22/20,0.0,0.0,0.0
16125,0,Nepal,28.1667,84.25,3/22/20,0.0,0.0,0.0
16126,Aruba,Netherlands,12.5186,-70.0358,3/22/20,4.0,0.0,0.0
16127,Curacao,Netherlands,12.1696,-68.99,3/22/20,0.0,0.0,0.0
16128,Sint Maarten,Netherlands,18.0425,-63.0548,3/22/20,0.0,0.0,0.0
16129,0,Netherlands,52.1326,5.2913,3/22/20,573.0,43.0,1.0
16130,0,New Zealand,-40.9006,174.886,3/22/20,50.0,0.0,1.0
16131,0,Nicaragua,12.8654,-85.2072,3/22/20,0.0,0.0,0.0
16132,0,Niger,17.6078,8.0817,3/22/20,1.0,0.0,0.0
16133,0,Nigeria,9.082,8.6753,3/22/20,8.0,0.0,4.0
16134,0,North Macedonia,41.6086,21.7453,3/22/20,30.0,1.0,0.0
16135,0,Norway,60.472,8.4689,3/22/20,267.0,0.0,10.0
16136,0,Oman,21.0,57.0,3/22/20,3.0,0.0,0.0
16137,0,Pakistan,30.3753,69.3451,3/22/20,46.0,2.0,8.0
16138,0,Panama,8.538,-80.7821,3/22/20,113.0,2.0,1573.0
16139,0,Papua New Guinea,-6.315,143.9555,3/22/20,0.0,0.0,1.0
16140,0,Paraguay,-23.4425,-58.4438,3/22/20,4.0,0.0,0.0
16141,0,Peru,-9.19,-75.0152,3/22/20,45.0,0.0,0.0
16142,0,Philippines,13.0,122.0,3/22/20,73.0,6.0,0.0
16143,0,Poland,51.9194,19.1451,3/22/20,98.0,2.0,0.0
16144,0,Portugal,39.3999,-8.2245,3/22/20,320.0,2.0,0.0
16145,0,Qatar,25.3548,51.1839,3/22/20,13.0,0.0,0.0
16146,0,Romania,45.9432,24.9668,3/22/20,66.0,3.0,0.0
16147,0,Russia,60.0,90.0,3/22/20,61.0,0.0,18.0
16148,0,Rwanda,-1.9403,29.8739,3/22/20,2.0,0.0,0.0
16149,0,Saint Lucia,13.9094,-60.9789,3/22/20,0.0,0.0,0.0
16150,0,Saint Vincent and the Grenadines,12.9843,-61.2872,3/22/20,0.0,0.0,0.0
16151,0,San Marino,43.9424,12.4578,3/22/20,31.0,0.0,1.0
16152,0,Saudi Arabia,24.0,45.0,3/22/20,119.0,0.0,26.0
16153,0,Senegal,14.4974,-14.4524,3/22/20,20.0,0.0,0.0
16154,0,Serbia,44.0165,21.0059,3/22/20,51.0,1.0,0.0
16155,0,Seychelles,-4.6796,55.492,3/22/20,0.0,0.0,7.0
16156,0,Singapore,1.2833,103.8333,3/22/20,23.0,0.0,0.0
16157,0,Slovakia,48.669,19.699,3/22/20,7.0,-1.0,0.0
16158,0,Slovenia,46.1512,14.9955,3/22/20,31.0,1.0,0.0
16159,0,Somalia,5.1521,46.1996,3/22/20,0.0,0.0,0.0
16160,0,South Africa,-30.5595,22.9375,3/22/20,34.0,0.0,0.0
16161,0,Spain,40.0,-4.0,3/22/20,3394.0,397.0,0.0
16162,0,Sri Lanka,7.0,81.0,3/22/20,5.0,0.0,0.0
16163,0,Sudan,12.8628,30.2176,3/22/20,0.0,0.0,0.0
16164,0,Suriname,3.9193,-56.0278,3/22/20,1.0,0.0,13.0
16165,0,Sweden,63.0,16.0,3/22/20,171.0,1.0,0.0
16166,0,Switzerland,46.8182,8.2275,3/22/20,899.0,23.0,0.0
16167,0,Taiwan*,23.7,121.0,3/22/20,16.0,0.0,0.0
16168,0,Tanzania,-6.369,34.8888,3/22/20,6.0,0.0,0.0
16169,0,Thailand,15.0,101.0,3/22/20,188.0,0.0,0.0
16170,0,Togo,8.6195,0.8248,3/22/20,0.0,0.0,0.0
16171,0,Trinidad and Tobago,10.6918,-61.2225,3/22/20,1.0,0.0,0.0
16172,0,Tunisia,34.0,9.0,3/22/20,15.0,2.0,0.0
16173,0,Turkey,38.9637,35.2433,3/22/20,566.0,21.0,0.0
16174,0,Uganda,1.0,32.0,3/22/20,0.0,0.0,0.0
16175,0,Ukraine,48.3794,31.1656,3/22/20,26.0,0.0,0.0
16176,0,United Arab Emirates,24.0,54.0,3/22/20,0.0,0.0,0.0
16177,Bermuda,United Kingdom,32.3078,-64.7505,3/22/20,4.0,0.0,0.0
16178,Cayman Islands,United Kingdom,19.3133,-81.2546,3/22/20,0.0,0.0,0.0
16179,Channel Islands,United Kingdom,49.3723,-2.3644,3/22/20,0.0,0.0,0.0
16180,Gibraltar,United Kingdom,36.1408,-5.3536,3/22/20,5.0,0.0,0.0
16181,Isle of Man,United Kingdom,54.2361,-4.5481,3/22/20,4.0,0.0,0.0
16182,Montserrat,United Kingdom,16.7425,-62.1874,3/22/20,0.0,0.0,0.0
16183,0,United Kingdom,55.3781,-3.4360000000000004,3/22/20,665.0,35.0,0.0
16184,0,Uruguay,-32.5228,-55.7658,3/22/20,23.0,0.0,0.0
16185,0,US,37.0902,-95.7129,3/22/20,7680.0,145.0,0.0
16186,0,Uzbekistan,41.3775,64.5853,3/22/20,0.0,0.0,0.0
16187,0,Venezuela,6.4238,-66.5897,3/22/20,0.0,0.0,0.0
16188,0,Vietnam,16.0,108.0,3/22/20,19.0,0.0,0.0
16189,0,Zambia,-15.4167,28.2833,3/22/20,1.0,0.0,0.0
16190,0,Zimbabwe,-20.0,30.0,3/22/20,0.0,0.0,0.0
16191,Diamond Princess,Canada,0.0,0.0,3/22/20,0.0,1.0,0.0
16192,0,Dominica,15.415,-61.371,3/22/20,1.0,0.0,0.0
16193,0,Grenada,12.1165,-61.679,3/22/20,1.0,0.0,0.0
16194,0,Mozambique,-18.665695,35.529562,3/22/20,1.0,0.0,-36.0
16195,0,Syria,34.802075,38.99681500000001,3/22/20,1.0,0.0,0.0
16196,0,Timor-Leste,-8.874217,125.727539,3/22/20,1.0,0.0,0.0
16197,0,Belize,13.1939,-59.5432,3/22/20,0.0,0.0,0.0
16198,0,Laos,19.85627,102.495496,3/22/20,0.0,0.0,11.0
16199,0,Libya,26.3351,17.228331,3/22/20,0.0,0.0,2.0
16200,0,West Bank and Gaza,31.9522,35.2332,3/22/20,4.0,0.0,1.0
16201,0,Guinea-Bissau,11.8037,-15.1804,3/22/20,0.0,0.0,0.0
16202,0,Mali,17.570692,-3.996166000000001,3/22/20,0.0,0.0,0.0
16203,0,Saint Kitts and Nevis,17.357822,-62.782998,3/22/20,0.0,0.0,0.0
16204,Northwest Territories,Canada,64.8255,-124.8457,3/22/20,0.0,0.0,0.0
16205,Yukon,Canada,64.2823,-135.0,3/22/20,0.0,0.0,0.0
16206,0,Kosovo,42.602636,20.902977,3/22/20,0.0,0.0,52.0
16207,0,Burma,21.9162,95.956,3/22/20,0.0,0.0,0.0
16208,Anguilla,United Kingdom,18.2206,-63.0686,3/22/20,0.0,0.0,103.0
16209,British Virgin Islands,United Kingdom,18.4207,-64.64,3/22/20,0.0,0.0,5.0
16210,Turks and Caicos Islands,United Kingdom,21.694000000000006,-71.7979,3/22/20,0.0,0.0,0.0
16211,0,MS Zaandam,0.0,0.0,3/22/20,0.0,0.0,27.0
16212,0,Botswana,-22.3285,24.6849,3/22/20,0.0,0.0,4.0
16213,0,Burundi,-3.3731,29.9189,3/22/20,0.0,0.0,0.0
16214,0,Sierra Leone,8.460555000000001,-11.779889,3/22/20,0.0,0.0,0.0
16215,"Bonaire, Sint Eustatius and Saba",Netherlands,12.1784,-68.2385,3/22/20,0.0,0.0,128.0
16216,0,Malawi,-13.254307999999998,34.301525,3/22/20,0.0,0.0,0.0
16217,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,3/22/20,0.0,0.0,0.0
16218,Saint Pierre and Miquelon,France,46.8852,-56.3159,3/22/20,0.0,0.0,0.0
16219,0,South Sudan,6.877000000000002,31.307,3/22/20,0.0,0.0,0.0
16220,0,Western Sahara,24.2155,-12.8858,3/22/20,0.0,0.0,0.0
16221,0,Sao Tome and Principe,0.18636,6.613081,3/22/20,0.0,0.0,4.0
16222,0,Yemen,15.552727,48.516388,3/22/20,0.0,0.0,3.0
16223,0,Comoros,-11.6455,43.3333,3/22/20,0.0,0.0,4.0
16224,0,Tajikistan,38.861034,71.276093,3/22/20,0.0,0.0,0.0
16225,0,Lesotho,-29.609988,28.233608,3/22/20,0.0,0.0,0.0
16226,0,Afghanistan,33.0,65.0,3/23/20,0.0,0.0,0.0
16227,0,Albania,41.1533,20.1683,3/23/20,15.0,2.0,0.0
16228,0,Algeria,28.0339,1.6596,3/23/20,29.0,0.0,1.0
16229,0,Andorra,42.5063,1.5218,3/23/20,20.0,0.0,0.0
16230,0,Angola,-11.2027,17.8739,3/23/20,1.0,0.0,0.0
16231,0,Antigua and Barbuda,17.0608,-61.7964,3/23/20,2.0,0.0,0.0
16232,0,Argentina,-38.4161,-63.6167,3/23/20,35.0,0.0,0.0
16233,0,Armenia,40.0691,45.0382,3/23/20,41.0,0.0,3.0
16234,Australian Capital Territory,Australia,-35.4735,149.0124,3/23/20,13.0,0.0,0.0
16235,New South Wales,Australia,-33.8688,151.2093,3/23/20,0.0,0.0,0.0
16236,Northern Territory,Australia,-12.4634,130.8456,3/23/20,0.0,0.0,2.0
16237,Queensland,Australia,-28.0167,153.4,3/23/20,60.0,0.0,0.0
16238,South Australia,Australia,-34.9285,138.6007,3/23/20,34.0,0.0,0.0
16239,Tasmania,Australia,-41.4545,145.9707,3/23/20,6.0,0.0,0.0
16240,Victoria,Australia,-37.8136,144.9631,3/23/20,0.0,0.0,0.0
16241,Western Australia,Australia,-31.9505,115.8605,3/23/20,20.0,0.0,0.0
16242,0,Austria,47.5162,14.5501,3/23/20,892.0,5.0,1.0
16243,0,Azerbaijan,40.1431,47.5769,3/23/20,7.0,0.0,0.0
16244,0,Bahamas,25.0343,-77.3963,3/23/20,0.0,0.0,8.0
16245,0,Bahrain,26.0275,50.55,3/23/20,43.0,0.0,390.0
16246,0,Bangladesh,23.685,90.3563,3/23/20,6.0,1.0,0.0
16247,0,Barbados,13.1939,-59.5432,3/23/20,3.0,0.0,0.0
16248,0,Belarus,53.7098,27.9534,3/23/20,5.0,0.0,0.0
16249,0,Belgium,50.8333,4.0,3/23/20,342.0,13.0,0.0
16250,0,Benin,9.3077,2.3158,3/23/20,3.0,0.0,0.0
16251,0,Bhutan,27.5142,90.4336,3/23/20,0.0,0.0,0.0
16252,0,Bolivia,-16.2902,-63.5887,3/23/20,3.0,0.0,0.0
16253,0,Bosnia and Herzegovina,43.9159,17.6791,3/23/20,10.0,0.0,0.0
16254,0,Brazil,-14.235,-51.9253,3/23/20,378.0,9.0,0.0
16255,0,Brunei,4.5353,114.7277,3/23/20,3.0,0.0,2.0
16256,0,Bulgaria,42.7339,25.4858,3/23/20,14.0,0.0,0.0
16257,0,Burkina Faso,12.2383,-1.5616,3/23/20,24.0,0.0,1.0
16258,0,Cabo Verde,16.5388,-23.0418,3/23/20,0.0,0.0,0.0
16259,0,Cambodia,11.55,104.9167,3/23/20,3.0,0.0,0.0
16260,0,Cameroon,3.848,11.5021,3/23/20,16.0,0.0,0.0
16261,Alberta,Canada,53.9333,-116.5765,3/23/20,42.0,0.0,0.0
16262,British Columbia,Canada,49.2827,-123.1207,3/23/20,48.0,3.0,0.0
16263,Grand Princess,Canada,37.6489,-122.6655,3/23/20,0.0,0.0,0.0
16264,Manitoba,Canada,53.7609,-98.8139,3/23/20,0.0,0.0,1.0
16265,New Brunswick,Canada,46.5653,-66.4619,3/23/20,0.0,0.0,0.0
16266,Newfoundland and Labrador,Canada,53.1355,-57.6604,3/23/20,15.0,0.0,0.0
16267,Nova Scotia,Canada,44.682,-63.7443,3/23/20,13.0,0.0,0.0
16268,Ontario,Canada,51.2538,-85.3232,3/23/20,78.0,1.0,0.0
16269,Prince Edward Island,Canada,46.5107,-63.4168,3/23/20,0.0,0.0,0.0
16270,Quebec,Canada,52.9399,-73.5491,3/23/20,409.0,0.0,0.0
16271,Saskatchewan,Canada,52.9399,-106.4509,3/23/20,14.0,0.0,10.0
16272,0,Central African Republic,6.6111,20.9394,3/23/20,0.0,0.0,0.0
16273,0,Chad,15.4542,18.7322,3/23/20,0.0,0.0,1.0
16274,0,Chile,-35.6751,-71.543,3/23/20,114.0,1.0,0.0
16275,Anhui,China,31.8257,117.2264,3/23/20,0.0,0.0,9.0
16276,Beijing,China,40.1824,116.4142,3/23/20,15.0,0.0,0.0
16277,Chongqing,China,30.0572,107.874,3/23/20,1.0,0.0,0.0
16278,Fujian,China,26.0789,117.9874,3/23/20,0.0,0.0,0.0
16279,Gansu,China,37.8099,101.0583,3/23/20,0.0,0.0,0.0
16280,Guangdong,China,23.3417,113.4244,3/23/20,2.0,0.0,0.0
16281,Guangxi,China,23.8298,108.7881,3/23/20,0.0,0.0,0.0
16282,Guizhou,China,26.8154,106.8748,3/23/20,0.0,0.0,7.0
16283,Hainan,China,19.1959,109.7453,3/23/20,0.0,0.0,0.0
16284,Hebei,China,39.549,116.1306,3/23/20,0.0,0.0,0.0
16285,Heilongjiang,China,47.862,127.7615,3/23/20,0.0,0.0,0.0
16286,Henan,China,33.882,113.614,3/23/20,0.0,0.0,0.0
16287,Hong Kong,China,22.3,114.2,3/23/20,39.0,0.0,0.0
16288,Hubei,China,30.9756,112.2707,3/23/20,0.0,0.0,0.0
16289,Hunan,China,27.6104,111.7088,3/23/20,0.0,0.0,0.0
16290,Inner Mongolia,China,44.0935,113.9448,3/23/20,0.0,0.0,0.0
16291,Jiangsu,China,32.9711,119.455,3/23/20,0.0,0.0,0.0
16292,Jiangxi,China,27.614,115.7221,3/23/20,0.0,0.0,0.0
16293,Jilin,China,43.6661,126.1923,3/23/20,0.0,0.0,0.0
16294,Liaoning,China,41.2956,122.6085,3/23/20,0.0,0.0,0.0
16295,Macau,China,22.1667,113.55,3/23/20,0.0,0.0,0.0
16296,Ningxia,China,37.2692,106.1655,3/23/20,0.0,0.0,0.0
16297,Qinghai,China,35.7452,95.9956,3/23/20,0.0,0.0,0.0
16298,Shaanxi,China,35.1917,108.8701,3/23/20,0.0,0.0,0.0
16299,Shandong,China,36.3427,118.1498,3/23/20,1.0,0.0,0.0
16300,Shanghai,China,31.202,121.4491,3/23/20,0.0,0.0,1048.0
16301,Shanxi,China,37.5777,112.2922,3/23/20,1.0,0.0,0.0
16302,Sichuan,China,30.6171,102.7103,3/23/20,0.0,0.0,0.0
16303,Tianjin,China,39.3054,117.323,3/23/20,4.0,0.0,1.0
16304,Tibet,China,31.6927,88.0924,3/23/20,0.0,0.0,2126.0
16305,Xinjiang,China,41.1129,85.2401,3/23/20,0.0,0.0,1.0
16306,Yunnan,China,24.974,101.487,3/23/20,0.0,0.0,0.0
16307,Zhejiang,China,29.1832,120.0934,3/23/20,0.0,0.0,0.0
16308,0,Colombia,4.5709,-74.2973,3/23/20,46.0,1.0,0.0
16309,0,Congo (Brazzaville),-4.0383,21.7587,3/23/20,1.0,0.0,0.0
16310,0,Congo (Kinshasa),-4.0383,21.7587,3/23/20,6.0,0.0,0.0
